,mu,mu_star,sigma,mu_star_conf
2 O + M <=> O2 + M,-2.1557718316723448e-07,3.1464813300331394e-07,4.169771038765596e-07,2.107010796262566e-07
H + O2 (+M) <=> HO2 (+M),1.103493323538714e-06,1.2909041937784303e-06,1.9835878132825707e-06,1.0839333545017027e-06
HO2 + O <=> O2 + OH,1.9314464703931325e-07,4.342332496323653e-07,5.825642955080522e-07,2.3935393934558074e-07
H + HO2 <=> 2 OH,-8.723256785894476e-06,8.723256785894476e-06,1.6690548073688495e-05,9.694277267097866e-06
H + O + M <=> OH + M,8.378334257119789e-08,2.738944329426455e-07,3.83532705261532e-07,1.6090729315507263e-07
H + O2 <=> O + OH,-0.0001322036061329495,0.0001322036061329495,8.631941355872779e-05,4.878017171705725e-05
H + HO2 <=> H2 + O2,6.031911894851122e-06,6.031911894851122e-06,1.0286154571605174e-05,6.136947699085536e-06
H2 + O <=> H + OH,-1.6591596513526228e-06,2.5965421604373283e-06,,1.9020243971869546e-06
2 H + M <=> H2 + M,1.1963988572640604e-07,3.405112806880064e-07,4.0856749616088357e-07,1.5159030028247485e-07
2 H + H <=> H2 + H,-1.8540851069313185e-08,3.060058895075397e-07,4.846521221885056e-07,1.8587490942024603e-07
2 H + N2 <=> H2 + N2,0.0,0.0,0.0,0.0
2 H + H2 <=> H2 + H2,-2.7041166691962596e-08,4.041314886242968e-07,5.239417422260572e-07,1.7686848078383877e-07
2 H + AR <=> H2 + AR,8.474217565620448e-08,1.8958633659808784e-07,2.4242689400961217e-07,1.0198197277052281e-07
H2 + O2 <=> 2 OH,-4.280570665437241e-08,2.872745727734249e-07,4.0550787724927297e-07,1.4618970575033795e-07
2 HO2 <=> H2O2 + O2,-9.965451588119465e-08,3.141182338451732e-07,,1.6710296529190446e-07
H2O2 + O <=> HO2 + OH,2.815668606318786e-07,3.2426665942697817e-07,3.7485404365613734e-07,1.7552003525664542e-07
H + H2O2 <=> H2 + HO2,-1.9943406826455685e-09,2.2757039756771984e-07,3.2150285431907164e-07,1.1822961087270826e-07
2 OH (+M) <=> H2O2 (+M),-8.237452949285714e-08,3.179394607492229e-07,3.667045970176768e-07,1.0115433491243261e-07
H2O2 + OH <=> H2O + HO2,5.885426707017138e-08,1.9676780693969143e-07,,1.0639093819173128e-07
HO2 + OH <=> H2O + O2,4.307988692688715e-07,8.880103921660514e-07,,5.204552437859825e-07
2 OH <=> H2O + O,-9.072350623776046e-08,2.207811935414233e-07,2.943598617088898e-07,1.1115109829089187e-07
H + H2O2 <=> H2O + OH,1.8920574287297116e-07,2.928400919633741e-07,4.401349883187252e-07,2.320557446882195e-07
H + HO2 <=> H2O + O,3.3106221796590103e-08,5.074012297920054e-07,7.491901230578785e-07,3.1349548594395255e-07
H + OH (+M) <=> H2O (+M),5.67962232440611e-08,2.6952407326228454e-07,3.9432709373391736e-07,1.5927123627904024e-07
H2 + OH <=> H + H2O,-6.3094696253931196e-06,6.3094696253931196e-06,5.51295343958e-06,3.203083063163161e-06
2 H + H2O <=> H2 + H2O,5.978023087521118e-08,4.0158243364020525e-07,5.264234459394912e-07,1.8677559507096828e-07
C + OH <=> CO + H,-9.791570796833334e-08,3.392996501282179e-07,3.971573019793707e-07,1.2923285237771218e-07
C + O2 <=> CO + O,-2.3769019896025213e-08,5.218352464916258e-07,7.052361798832316e-07,2.790463242495778e-07
CO + HO2 <=> CO2 + OH,9.679390144884355e-08,1.4077398117535914e-07,1.4668507468784917e-07,5.680332576206646e-08
CO + O (+M) <=> CO2 (+M),-1.0955992157655301e-07,4.872087291187594e-07,6.372737684203542e-07,2.6341516987628233e-07
CO + OH <=> CO2 + H,-8.03932809711468e-08,3.1864491066858854e-07,,1.2914602236650754e-07
CO + O2 <=> CO2 + O,-6.25464479713077e-08,2.192054987273324e-07,3.584116076928214e-07,1.7252869358717927e-07
CH + H <=> C + H2,-6.266744199183598e-09,2.507215263781977e-07,3.4387456564332603e-07,1.0753672112844548e-07
CH + O <=> CO + H,1.45475190471e-07,2.7345604956232805e-07,3.8251251909746594e-07,1.6829163125829504e-07
CH + O2 <=> CO2 + H,-1.2313028425066035e-06,1.3734203640011416e-06,1.8817141662129056e-06,1.0444305632414215e-06
CH + O2 <=> CO + OH,-3.4728580786062673e-07,5.28494827151126e-07,6.288788761247565e-07,2.76273617488651e-07
CH + OH <=> H + HCO,-3.1353611127966504e-07,4.553557814134749e-07,7.20826945889504e-07,3.5910534404081406e-07
CH + CO2 <=> CO + HCO,1.8373655621692684e-07,2.5762944951300865e-07,2.719179537680053e-07,1.359477581322098e-07
HCO + M <=> CO + H + M,-3.08777444086466e-05,3.08777444086466e-05,3.305884546762687e-05,1.8807639989640427e-05
HCO + HO2 <=> CO2 + H + OH,-7.585579785528937e-08,4.5119597393348607e-07,6.384371303232079e-07,2.3784875993641427e-07
HCO + OH <=> CO + H2O,1.7897375085607175e-06,1.7897375085607175e-06,1.5822020254261807e-06,8.632497306333027e-07
HCO + O <=> CO2 + H,3.359166694888327e-08,2.727473465898692e-07,4.3523056401881286e-07,2.0974984573952573e-07
HCO + O <=> CO + OH,2.761660699982158e-07,3.450536270368416e-07,3.674303158332621e-07,1.6984891339377408e-07
H + HCO <=> CO + H2,6.690466011311419e-06,6.690466011311419e-06,7.611523193844764e-06,4.7713654280834075e-06
HCO + O2 <=> CO2 + OH,-9.746098850691938e-07,9.746098850691938e-07,9.414047151490888e-07,5.193175840931835e-07
HCO + O2 <=> CO + HO2,1.4563640647067972e-05,1.4563640647067972e-05,1.7826356940158943e-05,1.1858053590921139e-05
CH2 + O <=> CO + H2,8.810973005730334e-07,8.810973005730334e-07,7.644223972995092e-07,4.608402861086309e-07
CH2 + O <=> CO + 2 H,-5.5709173427214744e-08,2.764919318522098e-07,3.401009656768997e-07,9.457579026813945e-08
CH2 + H <=> CH + H2,3.51019774917574e-07,4.3736511374033174e-07,3.3616336070718974e-07,1.0373451840252599e-07
CH2 + O2 <=> CO + H2O,1.3525049363495852e-06,1.3647678479744616e-06,1.1598020262476828e-06,6.534957503918527e-07
CH2 + O2 <=> CO + H + OH,-7.242059406863724e-06,7.242059406863724e-06,1.2294953779072744e-05,6.60920273326971e-06
CH2 + O2 <=> CO2 + 2 H,-3.634964925535308e-06,3.634964925535308e-06,1.834025406339656e-06,1.1776392078197462e-06
CH2 + O2 <=> CO2 + H2,3.816305433384822e-06,3.816305433384822e-06,3.164757069162431e-06,2.0083700832471436e-06
CH2(S) + M <=> CH2 + M,-3.966675577316034e-07,7.689736175559866e-07,1.4200184169386811e-06,7.077323071678103e-07
CH2(S) + H <=> CH2 + H,-6.851118173456025e-08,3.3107021836146195e-07,4.59156638934869e-07,1.731013941209713e-07
CH2(S) + O2 <=> CO + H + OH,-3.1526055071317296e-06,3.1526055071317296e-06,2.822633235009878e-06,1.8512795576666018e-06
2 HCO <=> CH2O + CO,-7.702434765370693e-08,4.6819337101708853e-07,6.801311932055372e-07,2.4708949492033273e-07
CH2 + OH <=> CH2O + H,2.3620632775261483e-07,4.4382237499421826e-07,6.551502873290968e-07,2.9881562881324305e-07
H + HCO (+M) <=> CH2O (+M),-1.1650808468274659e-07,2.205530567229806e-07,2.7844170250709684e-07,1.1780885240331266e-07
CO + H2 (+M) <=> CH2O (+M),-4.089301005057032e-08,3.3927724347818807e-07,4.0776655295929614e-07,9.715671116366372e-08
CH2O + HO2 <=> H2O2 + HCO,1.6748266377482338e-08,3.3413576747924706e-07,4.3178593033727617e-07,1.477793745799184e-07
CH2O + OH <=> H2O + HCO,-4.014945977458058e-08,1.0462181612415591e-06,1.466089873462974e-06,5.543936656873614e-07
CH2O + O <=> HCO + OH,-1.041203215373332e-06,1.1227436801772272e-06,1.0450743741993216e-06,5.914740386656409e-07
CH + CH2O <=> CH2 + HCO,9.924961968310498e-08,5.154439050514764e-07,7.128300645233088e-07,3.006389795760536e-07
CH2O + H <=> H2 + HCO,4.9712309458291875e-06,4.9712309458291875e-06,8.796002565214946e-06,4.965692078029514e-06
CH2 + CO2 <=> CH2O + CO,-9.5059949388908e-09,2.328657790275483e-07,3.345942331454636e-07,1.2746937722374394e-07
CH2 + O2 <=> CH2O + O,-6.595053825098804e-08,3.387561994819187e-06,4.865616502199004e-06,1.873270430343548e-06
CH2O + O2 <=> HCO + HO2,-1.0750803992439885e-07,2.9553061264364456e-07,4.2962099435647356e-07,1.8997767060324133e-07
CH2O + CH3 <=> CH4 + HCO,-1.3572638719122507e-06,1.4829628272231038e-06,1.7651960691691411e-06,9.732734572800948e-07
CH3 + H <=> CH2 + H2,-6.718385696895043e-07,7.515069501729309e-07,1.1093137398798945e-06,5.856354227577946e-07
CH3 + M <=> CH2 + H + M,1.5103075517538268e-07,3.1684304638977874e-07,3.5800924128012895e-07,1.2608290874006774e-07
CH3 + OH <=> CH2(S) + H2O,-4.171567218058107e-06,4.171567218058107e-06,2.8583939485495974e-06,1.8129450068612767e-06
CH3 + O <=> CH2O + H,2.34176900381792e-06,2.561349210338485e-06,3.2630724556817987e-06,1.8553678570393206e-06
CH2 + HCO <=> CH3 + CO,2.0393685617453102e-07,3.6281461728077514e-07,4.837767476049909e-07,1.9857169043262438e-07
CH3 + O2 <=> CH2O + OH,-2.615208237506608e-06,2.615208237506608e-06,2.3252478453253056e-06,1.2389186137298751e-06
CH2(S) + H2 <=> CH3 + H,4.7566777229640016e-07,1.1079013761668675e-06,2.544918703547392e-06,1.4585601271980371e-06
CH3O + CO <=> CH3 + CO2,-1.363399197147984e-07,3.751136875157491e-07,4.5321030713342804e-07,1.7442761025469788e-07
CH3O + HO2 <=> CH2O + H2O2,1.1849732610561278e-07,3.851366799613929e-07,5.507066216046754e-07,2.3719557365120024e-07
CH3O + H <=> CH2(S) + H2O,-9.612759598238126e-09,2.84888398243778e-07,3.801215497333803e-07,1.3538512993173392e-07
CH2O + H (+M) <=> CH3O (+M),1.9385709919118495e-07,3.84297973054211e-07,4.5398604193461773e-07,1.9781318298110807e-07
CH3 + OH <=> CH3O + H,1.8533560250995153e-07,2.588475902688476e-07,2.471102761952224e-07,8.161966516471059e-08
CH3 + O2 <=> CH3O + O,-3.4853254512815485e-07,5.246679394463348e-07,7.122903641104305e-07,3.405640494097374e-07
CH3O + OH <=> CH2O + H2O,-1.1023098799156802e-07,4.5728664470336e-07,6.308505624091326e-07,2.7399616786099614e-07
CH3O + O <=> CH2O + OH,-3.8379142158085426e-08,3.904946567538881e-07,4.88544372943977e-07,1.3373126036501544e-07
CH3 + HO2 <=> CH3O + OH,-5.453693150463885e-07,6.731429930255394e-07,9.624902096877345e-07,4.4723601487282295e-07
CH3O + H <=> CH2O + H2,2.986077845720787e-08,4.374493333833075e-07,5.35262209316029e-07,1.5805952887453132e-07
CH3O + O2 <=> CH2O + HO2,-3.3499341082476255e-09,2.214800544567527e-07,2.546583410042995e-07,6.009785841851373e-08
CH2OH + HCO <=> 2 CH2O,-5.545963425998791e-08,4.885889120160013e-07,6.89783793162815e-07,2.7286722011900676e-07
CH2 + CH2OH <=> CH2O + CH3,2.078351774399133e-08,2.8888332889278245e-07,4.338679773252362e-07,1.6883643354292956e-07
CH2OH + H <=> CH2(S) + H2O,1.1169472807466848e-07,5.629138325426734e-07,6.256142201790787e-07,1.3879442133170396e-07
CH3O + H <=> CH2OH + H,-2.1169846560341885e-07,4.37859812760868e-07,5.467072095532351e-07,2.2480888768521053e-07
CH2O + H (+M) <=> CH2OH (+M),-3.3819263590374965e-07,4.920874713916821e-07,5.620754498207353e-07,2.4730761459383985e-07
CH2OH + OH <=> CH2O + H2O,4.728778420906732e-08,4.072944783001217e-07,5.683545872988368e-07,1.8093947898139677e-07
CH2OH + O <=> CH2O + OH,1.9304554020981866e-08,3.0123563054510783e-07,4.0903780222903976e-07,1.6761771986260395e-07
CH2OH + H <=> CH2O + H2,-1.1483941449509264e-10,3.0154628088759995e-07,3.714726689841973e-07,1.2415163061985325e-07
CH2OH + H <=> CH3 + OH,-1.0784902040623759e-07,3.750802020340419e-07,5.005122317008666e-07,1.9115986478115947e-07
CH2OH + O2 <=> CH2O + HO2,-1.721013512573438e-07,4.4851921374919064e-07,6.772830775604056e-07,3.283466484264725e-07
CH3 + CH3O <=> CH2O + CH4,8.984903806284911e-08,2.986308712494468e-07,3.3345805393108154e-07,8.901121603561458e-08
CH2OH + CH3 <=> CH2O + CH4,3.22406934781613e-07,4.887776710250714e-07,4.678496592794606e-07,1.4998191555579992e-07
CH4 + HO2 <=> CH3 + H2O2,-2.0358179556465945e-07,3.580611843855023e-07,5.274016611185864e-07,2.3482051077325988e-07
CH3 + H (+M) <=> CH4 (+M),1.6803159269653006e-06,1.778678843748892e-06,2.9437830909342603e-06,1.6335650662002388e-06
CH3 + HCO <=> CH4 + CO,3.7689058874246234e-06,3.7689058874246234e-06,5.265216515282447e-06,3.3160534145751334e-06
CH4 + OH <=> CH3 + H2O,3.953123953840892e-07,6.03938527996665e-07,6.893264142554566e-07,2.9754548453454385e-07
CH4 + O <=> CH3 + OH,1.454265742282119e-07,3.5883886413230423e-07,4.4224913925040907e-07,1.689189882842262e-07
CH2(S) + CH4 <=> 2 CH3,-1.4358354749958376e-07,3.0583167677236665e-07,3.5378030941753567e-07,1.1450036400543017e-07
CH2 + CH4 <=> 2 CH3,-1.705378914618369e-07,2.910728010545949e-07,3.374323828424931e-07,1.1535483077633168e-07
CH4 + H <=> CH3 + H2,7.283397697771561e-07,8.346072414357987e-07,9.483264178111791e-07,4.786679294096539e-07
C + CH4 <=> CH + CH3,2.1180365552902168e-08,3.0966771875935156e-07,3.859346778591355e-07,1.2927182659282616e-07
CH4 + O2 <=> CH3 + HO2,-7.169239387616241e-08,5.780053019573868e-07,8.400625424593682e-07,3.49084840903709e-07
CH3OH + O2 <=> CH2OH + HO2,-3.431616398185826e-07,4.2448500101853767e-07,3.3625391777616486e-07,1.1765906273019796e-07
CH3OH + O <=> CH3O + OH,1.6013086032084109e-07,3.66555774552297e-07,4.770120747609222e-07,1.7943186266341155e-07
CH3OH + O <=> CH2OH + OH,-5.204845100431871e-08,4.23801604929264e-07,7.619620670099488e-07,4.1720791975718915e-07
CH3OH + M <=> CH2(S) + H2O + M,-2.7491226412719854e-07,4.5206991736711796e-07,5.649698223690319e-07,2.6947591175037536e-07
CH2OH + CH3O <=> CH2O + CH3OH,1.2680541556310248e-08,2.597967249435425e-07,3.287773242903643e-07,1.0997001723004006e-07
CH2O + CH2OH <=> CH3OH + HCO,9.934962384211355e-08,5.312940309584926e-07,7.887166041770235e-07,3.247105132661738e-07
CH2OH + HCO <=> CH3OH + CO,1.2743980062674225e-07,2.0614434294776776e-07,2.808760571268013e-07,1.3777832736811065e-07
2 CH2OH <=> CH2O + CH3OH,1.5781537331545523e-07,3.2766263335762433e-07,3.702336894846951e-07,1.0873405527787207e-07
CH2O + CH3O <=> CH3OH + HCO,4.8542447585669714e-08,2.3410709797960205e-07,4.50540750281024e-07,2.0271183950108772e-07
2 CH3O <=> CH2O + CH3OH,-6.098880369228399e-08,2.831268984998182e-07,4.128801046691943e-07,2.0013108107578336e-07
CH3O + HCO <=> CH3OH + CO,2.052956944058222e-08,4.989956313857004e-07,6.750131183246735e-07,2.6591192856960873e-07
CH3 + CH3OH <=> CH3O + CH4,5.5175287932537944e-08,3.243916498671161e-07,5.251773608342238e-07,2.3150292811320504e-07
CH3 + CH3OH <=> CH2OH + CH4,-3.123040712437584e-07,3.6735894212692376e-07,3.6567112816220504e-07,1.6281365340579202e-07
CH2 + CH3OH <=> CH3 + CH3O,1.5724834057172916e-07,3.9599991682844773e-07,4.5073377847683726e-07,1.4670485776577281e-07
CH2 + CH3OH <=> CH2OH + CH3,6.900666302695071e-08,3.0845201810832387e-07,3.9469905694151574e-07,1.441548748313726e-07
CH2(S) + CH3OH <=> CH2OH + CH3,7.272562583364738e-08,2.879404249459149e-07,3.5470520990570386e-07,1.1269050362868266e-07
CH3OH + OH <=> CH3O + H2O,-2.3321368488108587e-07,3.3912796314924764e-07,3.9207314423467584e-07,1.6201580931020266e-07
CH3OH + OH <=> CH2OH + H2O,-1.47940761212578e-07,3.122462115214523e-07,4.881221128109321e-07,2.2730718164803005e-07
CH3OH + H <=> CH3O + H2,-9.322352339310539e-08,2.4113735634304193e-07,3.2467763112944135e-07,1.3021213090972707e-07
CH3OH + H <=> CH2OH + H2,-1.0910073695528883e-07,3.827838667912812e-07,5.130355147126263e-07,1.8223461604465963e-07
CH3O + H (+M) <=> CH3OH (+M),1.6835807877960206e-09,3.0383657563286397e-07,4.905087220573762e-07,2.050022026588435e-07
CH2OH + H (+M) <=> CH3OH (+M),-1.4766073384304466e-07,4.611242358108849e-07,6.270417268355714e-07,2.2534809346530133e-07
CH3 + OH (+M) <=> CH3OH (+M),1.1031984816279019e-07,3.652464800628404e-07,4.938270658739879e-07,1.9383856934976846e-07
CH3O2 + CH3OH <=> CH3O + CH3O2H,1.567934654893876e-07,3.069855124516109e-07,5.730519837070535e-07,3.103741785046745e-07
CH3 + O2 (+M) <=> CH3O2 (+M),4.109746615046972e-08,2.686786241578185e-07,3.3557969548675865e-07,1.0431309509875187e-07
CH3 + CH3O2 <=> 2 CH3O,1.166485722697166e-07,3.171739921914145e-07,3.89715442050745e-07,1.4857809394022763e-07
2 CH3O2 <=> CH2O + CH3OH + O2,2.178751311685339e-07,3.788105847271867e-07,4.5148985048274955e-07,1.9607544214482252e-07
2 CH3O2 <=> 2 CH3O + O2,8.807507675929645e-08,4.235147780360368e-07,5.448446547101746e-07,1.8458018935415326e-07
CH3O2 + H <=> CH3O + OH,2.2804640151421348e-07,3.3147814964793654e-07,4.3907559324751244e-07,2.39426974938366e-07
CH3O2 + O <=> CH3O + O2,-1.1344693752470146e-07,2.523490840903879e-07,3.1811376798988726e-07,1.3273777975229888e-07
CH3O2 + OH <=> CH3OH + O2,-9.070950834465044e-08,2.0891499772857036e-07,3.092054436567331e-07,1.4119406377091394e-07
CH2O + CH3O2 <=> CH3O + HCO + OH,7.378468780045366e-08,3.80204050751421e-07,5.801298949386845e-07,2.538181132741416e-07
C2H + H <=> C2 + H2,-1.3960121307929437e-07,3.982436480424446e-07,5.190262114783212e-07,1.8585053349316433e-07
C2H + OH <=> CH2 + CO,3.370074529785643e-08,5.016268423024414e-07,6.154100860354386e-07,1.804891013851091e-07
C2H + O <=> CH + CO,2.176359115246806e-07,3.7559719273055907e-07,4.560002456586782e-07,1.8826622691503707e-07
C + CH2 <=> C2H + H,9.425719606402798e-08,2.653454216492546e-07,3.9188048950579536e-07,1.7557901666469393e-07
C2H + O2 <=> CH + CO2,-1.4354560495926202e-06,1.4432194359381117e-06,1.6456346220911126e-06,9.841313274700157e-07
C2H + O2 <=> CO + HCO,6.743928245924488e-08,5.644725865972406e-07,8.93209428053419e-07,4.4105283042670713e-07
C2H + OH <=> H + HCCO,4.501078021174584e-08,5.482071594593841e-07,7.835836044114183e-07,3.3767521489156104e-07
CH2 + HCCO <=> C2H + CH2O,1.825289736261835e-07,2.836631753470702e-07,3.9195539717787644e-07,1.9432059349291154e-07
H + HCCO <=> CH2 + CO,5.288647030264647e-06,5.3953669973464175e-06,6.790037742782911e-06,4.256377885912469e-06
C2H + O2 <=> HCCO + O,-1.8498416374183447e-06,1.8498416374183447e-06,2.5430199313872906e-06,1.5015086696514852e-06
CH + CO <=> HCCO,-1.7679014268491649e-06,1.7679014268491649e-06,1.9523623238485796e-06,1.1760247450649222e-06
HCCO + O <=> 2 CO + H,1.237524152742561e-06,1.313259343122142e-06,1.0396904467075673e-06,5.55077852889552e-07
HCCO + OH <=> CH2O + CO,8.884198838735002e-07,9.338523514449742e-07,7.934867597071198e-07,4.2208547126782676e-07
HCCO + OH <=> 2 HCO,2.5192947918437056e-07,4.3975303674112747e-07,6.760316954771706e-07,3.4828926215553883e-07
HCCO + O2 <=> CO + CO2 + H,-7.304287707086258e-06,7.304287707086258e-06,6.52403277285215e-06,4.354976374683459e-06
HCCO + O2 <=> CO + HCO + O,-1.0596925790630202e-06,1.0980850574918214e-06,1.1329261063748386e-06,6.799233770539894e-07
HCCO + O2 <=> 2 CO + OH,-7.917017340858119e-07,8.522525940182319e-07,1.3627857728651376e-06,8.698772114090019e-07
C2H + H (+M) <=> C2H2 (+M),1.9642070299090008e-08,4.2206869480174553e-07,7.02063171262627e-07,3.2073948111603644e-07
C2H2 + O2 <=> 2 HCO,-1.9534726237151816e-08,3.1076558857907805e-07,,1.605513048381843e-07
C2H2 + OH <=> CH3 + CO,7.823345890940173e-08,2.6686025510089716e-07,3.2794560845977936e-07,1.1446807233493501e-07
C2H2 + OH <=> CH2CO + H,5.741651772912014e-07,1.1453189535810353e-06,2.4912289182711865e-06,1.3270540147145926e-06
C2H2 + OH <=> C2H + H2O,-9.466587742533394e-08,4.057558458329184e-07,4.776760312340835e-07,1.2494941614846798e-07
C2H2 + O <=> CH2 + CO,4.7835476947018553e-08,2.670280762227478e-06,3.815133526670309e-06,1.3584869074301797e-06
C2H2 + O <=> H + HCCO,-1.3122064156405006e-05,1.3122064156405006e-05,1.426584912759514e-05,8.979213641131343e-06
C2H2 + HO2 <=> CH2CO + OH,-3.30732264338284e-08,2.750552942679851e-07,4.185785739602959e-07,1.7447158450797098e-07
C2H2 + O <=> C2H + OH,-1.3991039257162768e-07,3.4189467638009367e-07,6.032951520623498e-07,3.052396155723027e-07
C2H + CH2OH <=> C2H2 + CH2O,1.6797146770025978e-08,2.5319883702598526e-07,3.665073982254169e-07,1.6649406084469452e-07
C2H + CH3OH <=> C2H2 + CH3O,2.7258431106211724e-08,2.3827933695071435e-07,2.651711112168231e-07,4.919928307897723e-08
C2H + CH3OH <=> C2H2 + CH2OH,-1.6773877906125923e-07,3.5734732438850615e-07,4.895206740934042e-07,2.1302477220627646e-07
C2H2 + HO2 => CH2 + CO + OH,-4.011181517688202e-08,3.330903540870595e-07,4.897601179764489e-07,1.9041794072493836e-07
2 HCCO <=> C2H2 + 2 CO,3.818547872386579e-07,4.3961338499827417e-07,4.729514950426146e-07,2.337288039541868e-07
2 CH2 <=> C2H2 + 2 H,1.526560241918919e-08,2.796152481167917e-07,4.2339329066717413e-07,1.85070647359531e-07
2 CH2 <=> C2H2 + H2,-3.1936732102866535e-07,3.9598123715967965e-07,4.834593688426167e-07,2.2116911735495799e-07
CH + HCCO <=> C2H2 + CO,-6.621973436944641e-08,3.3755049535764605e-07,5.361047016047534e-07,2.2254495418229706e-07
CH + CH2 <=> C2H2 + H,7.037712255717794e-08,3.06103014391306e-07,4.7268705256503464e-07,2.1116056482864773e-07
C + CH3 <=> C2H2 + H,-1.7216715569838022e-07,4.003022508932132e-07,5.928854399496514e-07,2.470689526839089e-07
C2H2 + CH <=> C2H + CH2,7.569971393251789e-07,9.931743865300695e-07,1.1194535544831975e-06,5.431401578871746e-07
C2H2 + CH <=> H2CCCH,3.634660860003637e-07,6.561995161559206e-07,7.624678334371439e-07,2.9134884301848476e-07
C2H2 + CH <=> C3H2 + H,-1.101961218067189e-06,1.184072735915602e-06,2.387671914235281e-06,1.4800588546436068e-06
C2H2 + H <=> C2H + H2,-1.390323676078872e-06,1.8210033169198754e-06,3.5690456643485804e-06,1.7627485345387447e-06
C2H + CH4 <=> C2H2 + CH3,1.0777376490172756e-07,3.606943926761872e-07,4.82879600287732e-07,1.8231978455774678e-07
C2H3 + H <=> H2 + H2CC,1.5686590262995828e-05,1.5686590262995828e-05,1.5459473273236264e-05,9.759261860531816e-06
H2CC + OH <=> CH2CO + H,2.546663412740974e-07,5.920718064195304e-07,8.981611189702254e-07,4.412437129089987e-07
H2CC + O2 <=> 2 HCO,-1.0859782707609166e-05,1.0859782707609166e-05,9.141222448713601e-06,4.812054994578714e-06
H + H2CC <=> C2H2 + H,2.7825311705001997e-07,4.807391079201519e-07,6.722395077349878e-07,2.7383767868522214e-07
C2H2 + H2CC (+M) <=> C4H4 (+M),-2.8166353997517704e-07,3.764225260229191e-07,4.5838311155854185e-07,2.1187641040522074e-07
C2H4 (+M) <=> H2 + H2CC (+M),-5.798468516492325e-06,5.798468516492325e-06,4.872691780246647e-06,3.0051703064980775e-06
C2H2 (+M) <=> H2CC (+M),5.145970701753261e-06,5.145970701753261e-06,5.834228172291216e-06,3.3932685734423024e-06
CH2CO + O2 <=> CH2O + CO2,1.1849182891908264e-08,2.437147945697087e-07,3.343507349118877e-07,1.263200992420186e-07
CH2CO + OH <=> CH2OH + CO,-5.806413837505554e-07,6.562459175973835e-07,9.436460241909e-07,5.392765809919154e-07
CH2CO + OH <=> CH3 + CO2,-1.633206917184805e-07,3.8776767077968986e-07,5.400317846779012e-07,2.4335751270698283e-07
CH2CO + O <=> 2 HCO,-3.6550110373927354e-07,5.263866988866974e-07,6.861512999125081e-07,3.468110809786034e-07
CH2CO + O <=> CO + H + HCO,-4.7472084339560696e-08,2.4157944382294546e-07,3.388113552798891e-07,1.456735890066074e-07
CH2CO + O <=> CH2O + CO,2.942752884139662e-08,3.0825547786225454e-07,4.152572580495136e-07,1.7005756559811226e-07
CH2CO + O <=> CH2 + CO2,-8.047302048442673e-08,2.486763388928703e-07,3.475799834690361e-07,1.4889808334485305e-07
CH2CO (+M) <=> CH2 + CO (+M),-7.965424920127331e-07,1.0454594406069061e-06,1.2783595201112188e-06,6.670127866246731e-07
CH2CO + H <=> CH3 + CO,6.719172369833859e-06,6.719172369833859e-06,6.412963634930433e-06,3.410832471390404e-06
CH2CO + H <=> CH2CHO,-2.3862611558446274e-07,3.4495286345870226e-07,3.328199118065832e-07,1.1984546281618068e-07
CH2CO + H <=> CH3CO,2.5843101946036104e-06,2.5843101946036104e-06,2.595579913176371e-06,1.4667724769001944e-06
CH2CO + H <=> H2 + HCCO,-1.9852106832462515e-06,2.6726291825880495e-06,3.788474572541713e-06,2.0285694201087234e-06
CH2CO + O <=> HCCO + OH,-4.8250770786986066e-08,3.895739678883154e-07,5.513838756360073e-07,2.035416593808434e-07
C2H2 + CH2OH <=> C2H3 + CH2O,-4.6546482283748063e-08,3.0608652058799543e-07,3.778662025859585e-07,1.1756758889878887e-07
C2H3 + CH3 <=> C2H2 + CH4,2.72027683036277e-06,2.72027683036277e-06,2.500663416347262e-06,1.4813780134455447e-06
C2H3 + HO2 => CH3 + CO + OH,-1.1422261444743713e-07,5.143243159488434e-07,5.882987695055149e-07,1.5165107324690845e-07
C2H3 + OH <=> C2H2 + H2O,7.236834528335398e-07,7.30628381453808e-07,6.071743518444806e-07,3.9205271258958423e-07
C2H3 + O <=> CH3 + CO,1.1883602820234571e-06,1.2508686274708806e-06,1.6124512101006265e-06,9.681826271834632e-07
C2H + C2H3 <=> 2 C2H2,-4.41165708070829e-07,4.90750256468727e-07,6.058928370955035e-07,3.137287869259358e-07
CH2 + HCCO <=> C2H3 + CO,-1.4931285154998584e-08,3.7757332575330447e-07,5.093156261738773e-07,1.9480938645422902e-07
C2H3 + CH2 <=> C2H2 + CH3,-1.2958348815461432e-07,2.604172146416961e-07,3.0477869696356836e-07,1.0206598032916287e-07
C2H3 + CH <=> C2H2 + CH2,-4.434165558606522e-09,3.8817599258182634e-07,4.889942474068235e-07,1.5930244339047035e-07
CH + CH3 <=> C2H3 + H,-1.823736509333128e-07,6.131713628091512e-07,9.354700323787935e-07,4.3122349218310526e-07
C2H3 + H <=> C2H2 + H2,4.128080277187723e-06,4.128080277187723e-06,3.2439112501049126e-06,1.9101909995952706e-06
C2H2 + H (+M) <=> C2H3 (+M),-2.3614491795121138e-05,2.489622985523993e-05,3.788860300062872e-05,2.0336136599184553e-05
C2H3 + O2 <=> CH2CO + OH,-5.233213290038289e-08,3.3000978792318586e-07,,1.3898668841698932e-07
C2H3 + O2 => CH2O + CO + H,-1.990616141800435e-06,3.122360181906879e-06,,2.188742980692984e-06
