,mu,mu_star,sigma,mu_star_conf
C2H5 + C4H8 <=> C2H6 + nC4H7,6.973933050188872e-08,3.458467347121248e-07,4.256717539712907e-07,1.4239029172204023e-07
C4H8 + CH3 <=> CH4 + nC4H7,6.374476140739945e-08,2.3012806877682793e-07,3.119845536820153e-07,1.5641132081688726e-07
C4H8 + OH <=> H2O + nC4H7,-3.036642316881069e-07,3.839533358686645e-07,5.227698285719511e-07,3.296142914564553e-07
C4H8 + O <=> OH + nC4H7,-1.1277821409227793e-07,3.146746969688279e-07,4.5352953897062165e-07,2.288864690128796e-07
C4H8 + OH <=> CH2O + nC3H7,-3.112776747429309e-08,2.0060524445063868e-07,2.825073541657147e-07,1.3976264319638735e-07
C4H8 + OH <=> C2H5 + CH3CHO,-2.2548428658994126e-08,3.773339426007767e-07,5.685161944078884e-07,2.945530813562279e-07
C4H8 + O <=> C2H4 + CH3CHO,9.861941237307488e-08,3.54027173003469e-07,3.8220533746172513e-07,2.8562386366939935e-08
C4H8 + O => C2H5 + CH3 + CO,1.1117290495437745e-07,2.8661118945759237e-07,3.935246129024547e-07,2.1232860440424892e-07
C4H8 + O <=> C3H6 + CH2O,1.1199377347050253e-07,2.3297210835509064e-07,2.5685774883610344e-07,1.0021177885531227e-07
C4H8 + OH => C2H6 + CH3 + CO,-2.6556191775134477e-07,3.620617825099175e-07,2.904460987366806e-07,7.455159142890809e-08
C4H8 + O <=> HCO + nC3H7,-2.186764604768533e-07,2.3142096312846535e-07,2.286725448124326e-07,1.8647973601541895e-07
C2H3 + H2CCCH <=> C5H5 + H,1.760453512243625e-08,3.08139676032376e-07,3.8094231584042466e-07,1.2536900287704565e-07
C5H5 <=> C2H2 + H2CCCH,-1.6352637609771983e-07,3.1248205448884234e-07,4.980328726947844e-07,3.1838098739799103e-07
C5H5 + O2 <=> C2H2 + CH2CO + HCO,-1.6380045266270526e-07,1.774579280086695e-07,1.290828351495051e-07,8.05330685658178e-08
C5H6 + O2 <=> C5H5 + HO2,1.1139187403696107e-07,3.7643249122305636e-07,4.976242524648518e-07,2.2568366265906722e-07
C5H5 + O <=> CO + i-C4H5,-2.8977641170980963e-08,8.219211567369184e-08,9.955877385316854e-08,3.7351694818200036e-08
C5H6 + H <=> C5H5 + H2,8.173957069089742e-09,4.189255366254486e-07,4.857226003552076e-07,1.0412497088962864e-07
C5H6 + H <=> C2H2 + C3H5,6.628836969658516e-08,3.166970987801505e-07,4.876710148642287e-07,2.453106515768952e-07
C5H5 + H <=> C5H6,4.219459501433181e-08,1.9263044245439581e-07,2.563787927208877e-07,1.0915254563054554e-07
C5H5 + OH <=> 2 C2H2 + CH2O,-1.851153970641365e-08,2.2221916777345502e-07,2.9453646182302884e-07,1.0840691673793256e-07
C5H6 + OH <=> C5H5 + H2O,3.0312480739439336e-08,1.833856695102283e-07,2.642655062649781e-07,1.3630527665479355e-07
C5H6 + HO2 <=> C5H5 + H2O2,8.176810710133708e-08,3.3065436552657764e-07,4.346341321515421e-07,2.1068020757634005e-07
C2H3 + C5H6 <=> C2H4 + C5H5,2.955780629541675e-07,3.565950787005148e-07,2.8056991723884184e-07,1.3218693497754565e-07
C6H5O <=> C5H5 + CO,-3.1315473224894895e-07,3.649778440154654e-07,4.290914736060917e-07,3.12694863905158e-07
C6H5O + O <=> C5H5 + CO2,4.203173688147571e-07,5.424696594763196e-07,5.657961089100773e-07,3.3800361383982e-07
C6H5O + H <=> C5H6 + CO,9.866477242360909e-08,1.0830324003588813e-07,1.309145647848968e-07,9.775826342012948e-08
C6H5O + H <=> C6H5OH,-1.0422226174561545e-07,2.2795277475886887e-07,2.891108733496038e-07,1.5169668656757117e-07
C6H5OH <=> C5H6 + CO,-3.0053112471790945e-07,3.0053112471790945e-07,2.7790211002531734e-07,1.9471581054152622e-07
C6H5OH + O <=> C6H5O + OH,1.433929132087564e-07,2.0708619748857004e-07,2.1260519842307183e-07,1.1281918710751378e-07
C6H5OH + H <=> C6H5O + H2,-9.300668930725897e-08,1.4680941499067499e-07,2.428882791448285e-07,1.5299650044979913e-07
C6H5OH + OH <=> C6H5O + H2O,-8.735043616021483e-08,4.2912466915517047e-07,5.537313064199117e-07,2.471253090208634e-07
C2H3 + C6H5OH <=> C2H4 + C6H5O,-1.6000657599874738e-07,3.878761081311342e-07,4.4962244568275107e-07,1.7458930311172986e-07
2 H2CCCH <=> A1,-1.0441835125042365e-07,3.824735500732268e-07,5.51660882842733e-07,2.781933942425399e-07
2 H2CCCH <=> A1- + H,3.002715825912335e-07,5.387544948115951e-07,6.536116515257135e-07,3.3584076302986885e-07
C2H3 + H2CCCCH <=> A1,-1.2399117691636615e-08,2.249769595822913e-07,2.849721143916732e-07,1.0663055945532374e-07
C2H3 + H2CCCCH <=> A1- + H,-1.7038776301218493e-07,1.7431951754979152e-07,1.9016053300568992e-07,1.4763899115651674e-07
C3H4 + H2CCCH <=> A1 + H,-2.1274487783403445e-07,4.354868003398988e-07,5.541495283015119e-07,2.7589108727923795e-07
C2H3 + C4H4 <=> A1 + H,1.6467206674754137e-07,2.9959362412487136e-07,3.242694730978573e-07,1.2176654649765904e-07
C2H2 + H2CCCCH <=> A1-,3.23073456721468e-07,3.4895854559694365e-07,3.2430444073113854e-07,2.1583011994665136e-07
C2H2 + C4H4 <=> A1- + H,2.2853885632336204e-07,3.7201913691298575e-07,4.121768839065766e-07,1.8307080994620553e-07
C2H2 + i-C4H5 <=> A1 + H,-4.544773472218487e-08,2.3953750735691136e-07,3.157181216447684e-07,1.3665481195314286e-07
C2H3 + i-C4H5 <=> A1 + H2,-2.939190218679553e-07,2.939190218679553e-07,1.7622646747176882e-07,1.4891346622582637e-07
C2H + i-C4H5 <=> A1,2.9895602801632557e-07,2.9895602801632557e-07,2.015114669419374e-07,1.5466193812453007e-07
C2H + i-C4H5 <=> A1- + H,-2.8631862366227586e-07,2.8631862366227586e-07,3.636761347514456e-07,2.6930190866275293e-07
C5H5 + CH3 <=> A1 + 2 H,-2.769304715236333e-07,2.8740703076126777e-07,2.937155120899548e-07,2.29383205648521e-07
C2H3 + C5H6 <=> A1 + CH3,-1.7288005584698042e-07,2.3646717737676351e-07,3.2223164655864706e-07,1.962581016357454e-07
A1 <=> A1- + H,-2.415741208251219e-07,2.762265774342006e-07,2.6097073029397357e-07,1.6085901474811673e-07
A1 + O2 <=> A1- + HO2,-1.784872180476938e-07,3.82980939571486e-07,4.591643517269587e-07,2.0097383039511967e-07
A1 + O <=> A1- + OH,7.344649019374664e-08,2.765581990517368e-07,3.6306458292240455e-07,1.5244190379529708e-07
A1 + O <=> C6H5OH,-2.193004260088326e-07,4.3002359499944223e-07,6.930406783841187e-07,4.689644376896736e-07
A1 + O <=> C6H5O + H,-2.5856016213990577e-07,4.346060162162153e-07,4.6365375108973557e-07,2.1670897183113225e-07
A1 + H <=> A1- + H2,1.5092725598129308e-07,5.584651382876212e-07,6.918934286952622e-07,2.6441689552203217e-07
A1 + OH <=> C6H5OH + H,1.177925401827798e-07,3.567283124745201e-07,4.703684708666409e-07,2.187462355632983e-07
A1 + OH <=> A1- + H2O,1.0370220101390291e-07,2.2475471353183417e-07,2.7553460091192794e-07,1.3139125885266847e-07
A1- + O2 <=> C6H5O + O,-2.9198615351507325e-07,2.9198615351507325e-07,2.5961537687268555e-07,1.9773684309220158e-07
A1- + O <=> C5H5 + CO,-7.859381399844928e-08,1.3157753412884024e-07,2.2108671639742103e-07,1.1903503283871043e-07
A1- + OH <=> C6H5O + H,-5.619379406536829e-08,2.521177508206517e-07,3.3797358868889554e-07,1.426904903048665e-07
A1- + C6H5OH <=> A1 + C6H5O,1.0495235152178533e-08,4.783628981824691e-07,5.962377767325399e-07,2.1068770279249754e-07
C3H4 + i-C4H5 <=> C7H8 + H,-6.101724709354418e-07,6.101724709354418e-07,4.3168247779869e-07,3.5282446427053195e-07
H2CCCH + i-C4H5 <=> C7H7 + H,1.1372024036192685e-07,4.031240676288851e-07,6.453088182814174e-07,3.9764428141466077e-07
A1 + CH2 <=> C7H8,3.964529655924782e-08,1.0654186815530476e-07,1.2898676540630655e-07,4.642380323815121e-08
A1 + CH2(S) <=> C7H8,5.829132346198794e-08,2.1548954593287436e-07,3.2823460191191396e-07,1.987173693417047e-07
C7H8 <=> A1- + CH3,1.0246320018387708e-07,1.940299993944669e-07,2.3295565344552633e-07,1.0661869677247615e-07
H2CCCH + i-C4H5 <=> C7H8,-7.520603048524836e-08,1.8150500154642997e-07,2.1391496885609976e-07,8.880429713949654e-08
C7H8 + O2 <=> C7H7 + HO2,-2.1246236489271802e-07,3.978821671864339e-07,4.293180168993817e-07,1.6498818602894895e-07
C7H8 + O <=> C7H7 + OH,-1.409371533568457e-07,4.7557216403617226e-07,6.375210745501435e-07,3.0120052396277446e-07
C7H8 + H <=> A1 + CH3,-1.5852200777088026e-07,3.5067472850082094e-07,3.811940546368224e-07,1.0974660441981102e-07
C7H8 + H <=> C7H7 + H2,-1.8867113209945671e-07,3.226353149756548e-07,4.271848718441127e-07,2.5131035615890165e-07
C7H8 + OH <=> C7H7 + H2O,2.5733761425286747e-07,5.974109817060258e-07,6.987016771894179e-07,2.63393719110484e-07
C7H8 + HO2 <=> C7H7 + H2O2,1.268894463646822e-07,2.7188159754359043e-07,3.2492362342273846e-07,1.4268172270241666e-07
C7H8 + CH3 <=> C7H7 + CH4,-2.664809569931567e-07,4.275012274600243e-07,4.4701094047102523e-07,1.8111559161133035e-07
C2H3 + C7H8 <=> C2H4 + C7H7,2.3510975596756615e-08,2.5723055130726736e-07,3.193625438011852e-07,1.0449579224407199e-07
C7H8 + H2CCCH <=> C3H4 + C7H7,2.561356561062134e-08,2.0692723183697414e-07,3.105808850679761e-07,1.5986520179458818e-07
C3H5 + C7H8 <=> C3H6 + C7H7,8.33611726674724e-08,4.358117991590783e-07,5.786304210934095e-07,2.4270301234526544e-07
C5H5 + C7H8 <=> C5H6 + C7H7,-2.906828779365641e-07,3.6743252435082384e-07,3.741047299734281e-07,2.2452066573277183e-07
A1- + C7H8 <=> A1 + C7H7,1.0282908678115236e-07,3.918365292481314e-07,4.931552810582817e-07,1.954851335337427e-07
C6H5O + C7H8 <=> C6H5OH + C7H7,3.9367241628040743e-07,3.9367241628040743e-07,5.29580618434202e-07,4.0850707294828516e-07
C7H8 + HCO <=> C7H7 + CH2O,5.567245442463625e-07,5.567245442463625e-07,5.559853365499761e-07,4.394998484847309e-07
C7H8 + i-C4H5 <=> C4H6 + C7H7,-9.156478165541374e-08,4.046404867999588e-07,4.888127348029578e-07,1.4820930109450387e-07
C7H7 + H2CCCH <=> C3H2 + C7H8,-2.812500122893036e-07,4.4064026968723333e-07,5.02141432926891e-07,2.6653418544838587e-07
C7H7 + HO2 <=> A1- + CH2O + OH,2.2805383393865358e-07,3.8895497962778705e-07,4.060373514911863e-07,1.423013658612656e-07
C7H7 + O2 <=> A1- + HCO + OH,-2.1861612376073067e-07,2.2622614871560447e-07,1.840604805952594e-07,1.276747041334086e-07
C7H7 + HO2 <=> A1 + HCO + OH,8.993418218795573e-08,1.8623539531286036e-07,2.2810783139403948e-07,1.188150267199889e-07
C7H7 + OH <=> A1- + CH2OH,2.2195422328359295e-07,2.2195422328359295e-07,1.7836393369964725e-07,1.4989850609571906e-07
A1- + CH3 <=> C7H7 + H,-5.407883249064366e-08,2.3638457857849527e-07,2.957345439015023e-07,1.1832833574284325e-07
C7H7 <=> C4H4 + H2CCCH,-2.543943137576771e-07,3.1018399349639775e-07,4.257236132734549e-07,3.3180600903122717e-07
C7H7 <=> C2H2 + C5H5,8.280205747845378e-08,2.949032903394814e-07,3.9078431062255474e-07,1.7791648641657306e-07
C7H7 + O <=> A1 + HCO,-6.5829960908018e-08,2.1546262543117415e-07,2.3468704281418335e-07,3.737589601946586e-08
C7H7 + O <=> A1- + CH2O,-1.431629139260532e-07,3.1190438869454575e-07,4.6029908406911744e-07,2.8137221408348227e-07
C7H7 + H <=> C7H8,-1.3971604549229828e-07,2.303375637046033e-07,3.6937411996345656e-07,2.1861801683668542e-07
C7H7 + H + OH <=> A1 + CH2OH,-8.942366779249073e-08,2.039478298545422e-07,2.4307082492982485e-07,9.710607088960122e-08
C4H2 + i-C4H5 <=> A1C2H + H,-2.688550151445008e-07,3.4551751852360213e-07,3.779132187124124e-07,2.426931750977663e-07
A1C2H- + H (+M) <=> A1C2H (+M),2.3615432466317745e-07,2.6940267833098754e-07,2.5935974361847136e-07,1.7003660045217364e-07
C4H2 + H2CCCCH <=> A1C2H-,1.2549648496550926e-07,1.7671692193641394e-07,1.8745294216094804e-07,1.0319264146044246e-07
A1- + C4H2 <=> A1C2H + C2H,3.09068136029662e-08,2.688936045544561e-07,3.5320845048342204e-07,1.6588575775863452e-07
A1- + C2H3 <=> A1C2H + H2,-1.1282692954263853e-07,1.1282692954263853e-07,8.56076719566807e-08,7.085547969673354e-08
A1- + C4H4 <=> A1C2H + C2H3,-3.685645370383568e-07,4.0555638494832655e-07,4.986242341094642e-07,3.3586456569170376e-07
A1 + C2H <=> A1C2H + H,2.3298010036175849e-07,2.7083122527638896e-07,1.953706568640602e-07,9.583034946491443e-08
A1- + C2H <=> A1C2H,-1.7111946933811183e-07,2.485130969704382e-07,3.381185668268616e-07,2.3043284760359892e-07
A1C2H + O <=> A1C2H- + OH,2.8076949534411636e-08,1.1959552650742145e-07,1.7828509724991177e-07,8.689018301235626e-08
A1C2H + O <=> A1- + HCCO,-1.358255349852255e-07,2.7662570994891053e-07,3.24841636236421e-07,1.5737330181065584e-07
A1C2H + O <=> C2H + C6H5O,-2.1847638001655624e-07,2.5350657108999667e-07,2.05592619045772e-07,1.0607173488333511e-07
A1C2H + H <=> A1C2H- + H2,-9.117161782168541e-08,2.7534852070932934e-07,3.328734485053717e-07,1.1943083417608313e-07
A1C2H + H <=> A1- + C2H2,-1.069174197547181e-07,1.3998449690837136e-07,1.9559228237671416e-07,1.4877786951976542e-07
A1C2H + H <=> n-C8H7,2.657576000053818e-07,4.114745464436269e-07,4.522268285468119e-07,2.3074218140728559e-07
A1C2H + OH <=> A1C2H- + H2O,1.5299443028467512e-07,2.1875726398043064e-07,2.791778863633754e-07,1.8310230220507174e-07
A1C2H + OH <=> A1- + CH2CO,-1.0342483179683916e-08,1.3038494095111634e-07,1.8613422052616757e-07,8.857833358150145e-08
A1C2H + OH <=> A1 + HCCO,-1.2513827512536028e-07,3.513423122073164e-07,4.4571115917500305e-07,2.2481757853825884e-07
A1C2H + C2H <=> A1C2H- + C2H2,-3.215376332077008e-09,3.9948862966973655e-07,4.994366950788221e-07,1.7291013389207587e-07
2 C4H4 <=> A1C2H3,-1.4005430451320353e-07,3.120852318679959e-07,4.511536926173351e-07,2.3931448692569955e-07
C4H4 + i-C4H5 <=> A1C2H3 + H,3.9006265535817565e-07,4.3188720895105253e-07,4.2415176308503526e-07,3.1694223815721524e-07
C5H5 + H2CCCH <=> A1C2H3* + H,2.1912251644562193e-07,4.086496796698846e-07,4.7228150875672363e-07,2.422430253694185e-07
A1 + C2H3 <=> A1C2H3 + H,-6.12337428109888e-08,2.2966756887727688e-07,2.837391036989119e-07,1.076153113749657e-07
A1- + C2H3 <=> A1C2H3,2.975718503975207e-08,3.1906776878053696e-07,4.0483381361632364e-07,1.528602731055689e-07
A1- + C2H4 <=> A1C2H3 + H,-1.6129598436930905e-07,2.543460974864528e-07,3.0151734121553596e-07,1.542426404790077e-07
A1- + C4H4 <=> A1C2H3 + C2H,1.9118257412591856e-07,3.471328224926047e-07,4.1327411734852473e-07,1.9322456021123575e-07
A1- + C4H6 <=> A1C2H3 + C2H3,3.202760625851557e-08,2.21313855273107e-07,2.513639242926152e-07,4.571317602991198e-08
C7H7 + CH2 <=> A1C2H3 + H,-5.362458830700045e-08,4.0292086357408163e-07,5.240873631679792e-07,2.1447228681549732e-07
A1C2H3 + H <=> H2 + n-C8H7,-5.7904177778703945e-08,1.381775097093187e-07,2.3724011749334545e-07,1.5501827778436282e-07
A1C2H3 + H <=> A1C2H3* + H2,-1.6785808063144807e-07,2.432993607841112e-07,3.6583399860519026e-07,2.2216831837779601e-07
A1C2H3 + O <=> A1- + CH2CHO,1.4134337911599226e-07,3.1186713394887064e-07,3.675159240491535e-07,1.5630944579844655e-07
A1C2H3 + O <=> A1- + CH3 + CO,-3.190515786917654e-07,4.4477972103107794e-07,3.8897860634523375e-07,1.347097490208542e-07
A1C2H3 + O <=> C2H3 + C6H5O,2.6891488793033973e-07,3.2144039816150807e-07,3.829543421153929e-07,2.2583728021474847e-07
A1C2H3 + O <=> OH + n-C8H7,2.1759199759003833e-07,2.1759199759003833e-07,2.0120161947513577e-07,1.339552882634288e-07
A1C2H3 + OH <=> H2O + n-C8H7,1.4016324043072076e-07,3.844757956364799e-07,4.2000574442298584e-07,9.406146846527554e-08
A1C2H3 + OH => C2H4 + C6H5O,9.762734091920002e-08,1.4473830958872087e-07,2.6255484979245464e-07,1.7472578658502926e-07
A1C2H3 + OH <=> A1C2H3* + H2O,5.666677770994259e-08,2.798858481323297e-07,3.6448906314973985e-07,1.5733975120054614e-07
A1C2H3 + OH <=> C7H7 + CH2O,1.426570690837804e-07,2.3552425404452477e-07,2.43025098017679e-07,9.03568354398872e-08
A1C2H3 + O2 <=> C6H5O + CH2CHO,-1.2664033914024461e-08,1.300207514298413e-07,1.6797115235616154e-07,5.651982966968866e-08
A1C2H3* + O2 <=> C6H5O + CH2CO,5.828852610986952e-09,1.9553765879847722e-07,2.6838520056795956e-07,1.2156400865177583e-07
A1C2H3* + H (+M) <=> A1C2H3 (+M),5.2637179011207865e-08,1.8082128106078405e-07,2.492130155570515e-07,1.1611304671218727e-07
C5H5 + H2CCCH <=> H + n-C8H7,-2.6180932742446995e-07,4.2166587900529207e-07,4.389957150268573e-07,1.8083850202587084e-07
A1 + C2H <=> n-C8H7,2.3106175817205688e-07,3.935776690223498e-07,6.468253496329941e-07,3.9679876293114905e-07
A1- + C2H2 <=> n-C8H7,-1.0368277430089569e-07,4.041835488807225e-07,5.458037495505916e-07,2.4624538987986344e-07
A1- + C2H3 <=> H + n-C8H7,1.1968139467747468e-08,2.9986612932272774e-07,3.9447671385786376e-07,1.708923558680565e-07
H + n-C8H7 <=> A1C2H3,2.0508406837510906e-07,2.1788992840326556e-07,1.3896548473673553e-07,9.122786677557282e-08
H + n-C8H7 <=> A1C2H + H2,-2.6597248409366173e-07,2.6597248409366173e-07,1.1136157816909269e-07,8.492185574957834e-08
OH + n-C8H7 <=> A1C2H + H2O,3.204459753194085e-08,2.4887704283405366e-07,3.0250309724627136e-07,8.805198139531709e-08
C4H4 + C5H5 <=> H + INDENE,-1.0764702336944727e-07,2.444657014767047e-07,3.8030238297029964e-07,2.3379890808531954e-07
A1- + H2CCCH <=> INDENE,1.870875305307782e-07,3.6748502529886067e-07,5.966405508411948e-07,3.7030020763420436e-07
A1- + C4H6 <=> CH3 + INDENE,1.2255977813702237e-07,1.825473027779805e-07,2.2930539759050437e-07,1.3564331705614757e-07
A1 + i-C4H5 <=> CH3 + INDENE,-2.777974902059889e-07,4.222589510396032e-07,5.023772780094101e-07,2.9903927522239176e-07
A1- + C3H4 <=> H + INDENE,-2.314592163845823e-08,2.4253331094269556e-07,2.992173651703171e-07,9.68198305955838e-08
C2H + C4H2 <=> C6H2 + H,-7.967178884193618e-08,2.412313471673752e-07,3.125374388574741e-07,1.4418912916466653e-07
C2H2 + C4H <=> C6H2 + H,-2.3444470660849338e-07,2.8217640603448656e-07,2.8757166586713254e-07,2.1181420139445142e-07
2 C3H2 => C6H2 + H2,-1.0117661243298912e-09,3.429927303418599e-07,5.360180964639165e-07,2.7887584614658624e-07
C2H2 + C6H <=> C8H2 + H,-5.809621198502988e-07,6.068088837948422e-07,6.563546867146738e-07,4.722601987529844e-07
C2H + C6H2 <=> C8H2 + H,-1.5090630875822522e-07,5.004478539209636e-07,6.376313800442154e-07,3.0455201375487683e-07
C2H + C6H <=> C8H2,-1.4504109513775295e-07,1.7275081759866685e-07,1.327304170123126e-07,6.469693632451413e-08
C2H + C4H2 <=> C2H2 + C4H,-2.1446297392937367e-07,3.681950317335465e-07,4.6597963487230755e-07,2.4609858535104604e-07
C6H2 + H <=> C6H + H2,2.4166913261424625e-08,2.2180219663339894e-07,2.7715545277535087e-07,1.0252982067230892e-07
C6H2 + OH <=> C6H + H2O,-7.624013151713042e-08,2.685156391067955e-07,3.3992861174788445e-07,1.260631997499558e-07
C6H2 + M <=> C6H + H + M,-4.2779825455016925e-08,1.3209308341536402e-07,2.1568864317558937e-07,1.4291391429485586e-07
2 C4H2 <=> C8H2 + H2,1.6752811788276714e-07,3.2468365962500825e-07,3.9939868258662535e-07,1.9262247839849618e-07
C8H2 + M <=> C8H + H + M,3.4830985287974395e-07,4.792640388828714e-07,6.651705017173696e-07,4.464993732319284e-07
C8H2 + H <=> C8H + H2,-1.1863786386429396e-07,3.880522902003527e-07,5.043992282849989e-07,2.2053060017309823e-07
C8H2 + OH <=> C8H + H2O,3.540667047224785e-08,4.7117113852892205e-07,6.264401731212414e-07,2.973404967543587e-07
A1 + CH3 <=> A1- + CH4,2.1463828895879853e-07,2.3086215621160456e-07,2.273813999496234e-07,1.4466513333044374e-07
A1 + C2H <=> A1- + C2H2,-1.5758258774898272e-07,2.7838859523452424e-07,3.0803364773391014e-07,1.3603388509143455e-07
A1 + C4H <=> A1- + C4H2,5.886867002036853e-07,5.886867002036853e-07,2.615907891235322e-07,2.0983721731858137e-07
A1 + C6H <=> A1- + C6H2,-1.61398139453105e-07,1.6293283951870346e-07,3.324677467784768e-07,2.480123000544353e-07
A1 + C8H <=> A1- + C8H2,3.3928888631089275e-07,3.3928888631089275e-07,2.5279130763562454e-07,1.741987472773163e-07
INDENE + O2 <=> HO2 + INDENYL,4.458992287688599e-08,3.2602598917568503e-07,4.0641861144222245e-07,1.4317224374502558e-07
HO2 + INDENE <=> H2O2 + INDENYL,1.9026845676797066e-07,4.1799083326539814e-07,4.6060724137536306e-07,1.6161474525466925e-07
INDENE <=> H + INDENYL,-4.004803567283146e-08,5.656577412794805e-07,7.368304436677552e-07,2.671834469514727e-07
INDENE + O <=> INDENYL + OH,2.5413994075444746e-09,5.040619246855934e-07,6.071005771278169e-07,1.9462329095379028e-07
INDENE + O <=> C7H7 + HCCO,1.5059899781424586e-07,2.448321708630541e-07,3.8708595187311154e-07,2.342283922279586e-07
H + INDENE <=> H2 + INDENYL,1.7967417438132562e-07,1.9863385863878944e-07,2.171984025733595e-07,1.5326962921406616e-07
C2H2 + C7H7 <=> H + INDENE,-1.2734821195362962e-07,3.2167235038267323e-07,5.040704667996313e-07,2.684930369909641e-07
H + INDENE <=> A1C2H + CH3,1.4469912218085303e-07,3.174587467809107e-07,4.54492508611043e-07,2.4383508949202923e-07
H + INDENE <=> A1 + H2CCCH,2.107480410418483e-07,3.163259677624012e-07,3.592316077159106e-07,2.1258968353415133e-07
INDENE + OH <=> C7H7 + CH2CO,-1.752586140561725e-08,3.112393059937862e-07,4.1987186009380565e-07,1.7657806828887973e-07
INDENE + OH <=> H2O + INDENYL,-9.590507911050954e-08,2.808566553269506e-07,3.385222695046598e-07,1.1608061252005893e-07
CH3 + INDENE <=> CH4 + INDENYL,-2.7063662798589594e-07,3.3180184405876165e-07,2.451260885188572e-07,9.28015340968934e-08
H2CCCH + INDENE <=> C3H4 + INDENYL,-7.733867241361816e-08,4.234204355597318e-07,5.142376127473009e-07,1.6914459305928868e-07
A1- + INDENE <=> A1 + INDENYL,-2.0726433484798868e-07,3.916566442698398e-07,4.950631862450078e-07,2.5076647389493534e-07
C7H7 + INDENE <=> C7H8 + INDENYL,-1.4173032270319814e-07,4.436401221055758e-07,5.138427238413297e-07,1.680153194762384e-07
C4H2 + C5H5 <=> INDENYL,-2.1072828251284144e-07,2.8828137208699593e-07,2.308970569454235e-07,5.509725602856185e-08
INDENYL => C2H2 + C4H2 + H2CCCH,-1.8946414377213036e-08,5.01491626232368e-07,6.660023785049608e-07,2.6221350977325377e-07
INDENYL + O <=> CO + n-C8H7,7.097855678565631e-08,2.4035934921560994e-07,3.2240540861248836e-07,1.554744143611109e-07
INDENYL + O <=> A1C2H3* + CO,8.171305807195594e-08,4.381104296032088e-07,5.395785935614855e-07,1.7566539487994188e-07
HO2 + INDENYL => CO + OH + n-C8H7,-1.0744992757512934e-07,2.9680892990720665e-07,3.6408384567482796e-07,1.5292147709407162e-07
HO2 + INDENYL => A1C2H + CO + H2O,3.3326855895746214e-07,6.956371502419552e-07,1.1270997913452288e-06,6.65819052797477e-07
HO2 + INDENYL => A1C2H3* + CO + OH,9.229777947655543e-08,1.796686401744438e-07,2.842643062194022e-07,1.8851072607400146e-07
A1 + A1- <=> H + P2,3.010359810155215e-07,4.4119281511293336e-07,4.892775083138679e-07,2.759523266792317e-07
H2CCCH + INDENYL => P2,-1.6502968885368663e-07,2.825348348040125e-07,3.111068372853043e-07,1.3771609835086902e-07
H2CCCH + INDENE => H + P2,-1.91430916167259e-07,3.2987357522513143e-07,3.917597837752317e-07,2.2315052607824058e-07
2 A1- <=> P2,3.198964676608877e-07,4.328141524146016e-07,5.946991238438191e-07,3.833657207677424e-07
2 A1- <=> H + P2-,9.896748651277434e-08,3.0009367700862574e-07,4.5631708870238023e-07,2.605462009438698e-07
P2 <=> H + P2-,7.990645139645681e-10,2.480083047847662e-07,3.384111381213245e-07,1.5468283783906822e-07
P2 <=> C3H2 + INDENE,-1.9997217250327773e-07,2.0982014938889016e-07,2.5382923633218125e-07,1.7488660753559481e-07
O2 + P2- <=> A2 + CO + HCO,1.2171826785504945e-07,3.3895196794853485e-07,3.9524050072181024e-07,1.4021745239400014e-07
H + P2 <=> H2 + P2-,-2.3114243050832413e-07,2.6349763046324775e-07,2.8080806850529874e-07,1.8750212490947125e-07
OH + P2 <=> H2O + P2-,6.787430782305011e-08,2.4060809531224303e-07,3.9888510460654374e-07,2.1365285024926602e-07
A1 + i-C4H5 => A2 + H + H2,3.2778884755134867e-07,5.375442887394884e-07,5.295466564630035e-07,1.6368588474761325e-07
A1- + C4H6 => A2 + H + H2,1.6731573791613886e-07,2.723918297681095e-07,3.2344296643608475e-07,1.6815191202165073e-07
A1- + H2CCCCH <=> A2,1.012624786752672e-07,4.513403697035777e-07,5.441155866292718e-07,1.781415031018875e-07
A1- + H2CCCCH <=> A2- + H,1.0202573563627631e-07,3.1089211297469456e-07,3.917548554630947e-07,1.7337435884640196e-07
A1- + C4H4 <=> A2 + H,9.81229842011183e-08,3.0008783077284996e-07,3.4347305056506636e-07,1.1028137931370861e-07
C7H7 + H2CCCH => A2 + 2 H,3.09086547635142e-07,3.09086547635142e-07,2.5138150681466806e-07,2.0231921433070613e-07
A1C2H- + C2H2 <=> A2-,9.438145917884668e-08,3.1812488898654456e-07,4.1031938524487244e-07,1.742184908749321e-07
A1C2H3* + C2H2 <=> A2 + H,1.212973298291505e-07,3.2702152264477216e-07,4.254928283557738e-07,1.6385239365659374e-07
C2H2 + n-C8H7 <=> A2 + H,2.0430726787819453e-08,2.1824196855109607e-07,2.7602488478196397e-07,9.579646637667668e-08
CH3 + INDENYL <=> A2 + 2 H,7.560354581545104e-08,2.718520411490943e-07,4.208743845078087e-07,2.1423759114024503e-07
CH2 + INDENE => A2 + 2 H,2.537206037553629e-08,2.0090372785498494e-07,2.511224052527112e-07,9.336583396789811e-08
CH2(S) + INDENE <=> A2 + 2 H,-6.383269492247091e-10,2.7600879348832864e-07,3.918480097519243e-07,1.9031563460309285e-07
A2 + O <=> A1C2H + CH2CO,-3.726094964441765e-07,5.549908361459609e-07,7.649146519638704e-07,4.94618717754894e-07
